text,sentiment
472,"I've watched this movie twice, and I plan to see it again. It is the movie that puts you in the director's place, regarding his romantic relations and the political situation in Israel. It also makes me cry because of remembering the wonderful time it was, and the horrible murder described there. It is really worth watching.",1
473,"I don't know why this conduct was ever tolerated in the movie business! This movie (short) is gross (to say the least)! It is a bunch of 5-7 year old children wearing diapers with big bobby pins, acting like adults (and too much so!). However, it is interesting because it is a good example of how ""the good old days"" may not have been so good after all! (Thank GOD we have laws against this kind of material now!)<br /><br />{This is one short from the ""Shirley Temple Festival""}",0
474,"Nominated for the oscar ""worst script ever"" in my opinion. There's no decent story, rediculous acting, VERY lousy humor. By every means possible, if you have little self respect please don't waste your time seeing this movie. Although u can see the actors CAN act, it leaves you dumber after watching it. Precious braincells are being killed watching this crap...<br /><br />i warned u<br /><br />DON'T SEE THIS MOVIE",0
475,"Gregory Peck's acting was excellent, as one would expect, and the cinematography quite stunning even when playing directly into some melodramatic ""moment."" But, the rest of the film was overacted and hard to watch, for me anyway. I tried to like it, but had to fast-forward through the last thirty minutes or so. I feel I wasted a couple of good hours. Had it not been for Gregory Peck, I wouldn't have lasted fifteen minutes. 4/10.",0
476,"The movie is wonderful. It shows the man's work for the wilderness and a natural understanding of the harmony of nature, without being an ""extreme"" naturalist. I definitely plan to look for the book. This is a rare treasure!<br /><br />",1
477,"I'm not quite sure why, but this movie just doesn't play the way it should. It should be humerous and fun, but instead is just boring. I think a large part of it is because they way over played the ""gadgets."" The old cartoon it is based on is much better.<br /><br />3/10",0
478,"Though not in the whole film, Andy Griffith again plays his role best in this CBS tv-movie. The plot is easy-Griffith's character dies and his last wish is that his wife and kids scatter his ashes is the place he named (Mountains Somewhere). Though it will never be seen on TV and never be released on video, if you do get the chance to watch this--TAKE IT.",1
479,"This has an interesting, albeit somewhat fanciful sci-fi plot, but it's wasted with poor direction and shlocky special effects. Rae Dawn Chong is appealing, despite the lack of a believable story and direction consistent with her talent.",0
480,"the only value in this movie is basically to laugh at how bad it really is. with a plot that makes your average middle-school writer look good, and acting which is almost as good, it gets my bottom score. one of tom hanks very early films where he obviously didn't have the pleasure to be real picky. the best special effect of the movie consists of a guy dressed up in an incredibly fake rubber monster consume.",0
481,"This comedy has some tolerably funny stuff in it, surrounded by a lot of unfunny stuff. Just about every scene involving the servants of the castle and their silly antics is a waste of time. And the plotting is so sloppy that it makes you wonder if they actually had a script ready before they started filming this, or they were simply making it all up as they went along. (*1/2)",0
482,"This movie will be a hit with those that enjoy sophomoronic, mindless, explicit bragging about sexual exploits and F... in almost every sentence. Like a good plot? Like comedy? Like romance or other human values? Stay away from Whipped. It was so bad I left after about half an hour. I saw two kids slip in that looked to be about 10 -- very harmful -- this deserves an X.",0
483,"This movie was so predictable. Its a complete rip off of those, ""I was abused by daddy I'm gonna kill women"" movies. Stupid scenes, bad acting, unoriginal storyline, really low budget piece of crap film.<br /><br />Don't waste your time people. Trust me.<br /><br />My rating: 0/5.0",0
484,"Ghost of Dragstrip Hollow is a typical 1950's teens in turmoil movie. It is not a horror or science fiction movie. Plot concerns a group of teens who are about to get kicked out of their ""hot rod"" club because they cannot meet the rent. Once kicked out, they decide to try an old Haunted House. The only saving grace for the film is that the ""ghost"" (Paul Blaisdell in the She Creature suit) turns out to be an out of work movie monster played by Blaisdell.",0
485,"This movie is just plain bad. Weak story , weak directing and below average acting. The thing that really irritated me was the blatant advertising - constantly - for a well known internet provider. It is obvious some scenes are written to do just that , advertising. This movie is a slap in the face to anyone who payed money for this.<br /><br />Do not watch this, it not worth your time.",0
486,"You'll probably never see it, but the uncut version is about 50% better than the one you can buy. Put it another way: once you've seen it in its original form, the current version is only half as good.<br /><br />It's still wildly creative and sick, a total success on so many levels.<br /><br />",1
487,"I have never seen such terrible performances in all my life.<br /><br />Everyone in the entire film was absolute rubbish.<br /><br />Not one decent actor/actress in the whole film, it was a joke.<br /><br />Reminded me of drama at school...",0
488,"Simply, one of the funiest movies i've ever seen. It's a parody of crime-life, parody of everything that represents the Chicago 1930.- There is no realy need to underestimate this movie because rating is under 5. Its a opinion of a mass, and mass is hypnotized. Who decide to watch it - it will regret, Who decide not to watch it - will regret more.",1
489,This is probably my favorite movie of all time. It is perfection in its storytelling. It will break your heart not because it's over sentimental but because you will truly feel every emotion these characters go through. You feel for Doggie because of the hopeless situation that existed for young girls in China at that time.,1
490,"This movie for what it is, may be one of the most amazing indie films of recent day. Made on a super small budget, the film has special effects that blow away alot of the current films! IF you have a chance watch it!",1
491,"Excellent movie, albeit slightly predictable. I have to comment on Nicole Kidmans acting in this movie. Some of her other works haven't shown the amazing talent this woman has, but Birthday Girl doesn't suffer from this in the slightest. Even without words Kidmans acting shines through.",1
492,"Who could possibly sympathize with these two obnoxious protagonists? What's intended to be a light, frothy comedy about neighbor children who can't give up their childhood game of dare even as they age well into adulhood, comes off more as an exercise in cruelty and petulant self-indulgence. As children, the pair are unbearably precocious; as adults they're intolerably immature. It's a bad combination.",0
493,"""The Tenant"" is Roman Polanski's greatest film IMO. And I love ""Chinatown"", but this one is so much more original and unconventional and downright creepy. It's also a great black comedy. Some people I have shown this film to have been *very disturbed* by it afterwards so be forewarned it does affect some people that way. Polanski does a great job acting the lead role in ""The Tenant"" as well as directing it.",1
494,"Cheesy script, cheesy one-liners. Timothy Hutton's performance a ""little"" over the top. David Duchovny still seemed to be stuck in his Fox Mulder mode. No chemistry with his large-lipped female co-star.He needs Gillian Anderson to shine. He does not seem to have any talent of his own.",0
495,"What was this about ?? Pre-destination, you can not change the future cause it has already been written ??<br /><br />I'll give it this much. I did want to see what happened next and therefore watched the whole movie. This movie took a concept and made it watchable.<br /><br />If you're looking for a recommendation, See it at matinee prices. No thrills but an interesting concept. They should have left the Y2K reference out....",0
496,This film is brilliant! It touches everyone who sees it in an extraordinary way. It really takes you back to your youth and puts a new perspective on how you view your childhood memories. There are so many layers to this film. It is innovative and absolutely fabulous!,1
497,"This was the only time I ever walked out on a movie. Years later, I saw it in the cable listings and thought, ""Maybe I should give it another try."" Suffice to say that I was right the first time. This ranks second only to Godzilla 1998 as the worst movie I've ever seen.",0
498,"Although it has been remade several times, this movie is a classic if you are seeing it for the first time. Creative dialog, unique genius in the final scene, it deserves more credit than critics have given it. Highly recommended, one of the best comedies of recent years",1
499,This unpretentious Horror film is probably destined to become a cult classic. Much much better than 90% of the Scream rip-offs out there! I even hope they come up with a sequel!,1
500,"jim carrey rocks! if he's in a movie its bound to be good! he did not disappoint me with this one!the rest of the cast was cute,especially little cindy lou who and martha may, i was laughing through the whole thing and cannot wait to see it again!",1
501,"A decent sequel, but does not pack the punch of the original. A murderous screenwriter(Judd Nelson)assumes new identities in order to direct his own novel CABIN BY THE LAKE. Still ruthless killing, but movie seems very tongue-in-cheek. Any humor is not of the funny kind. Total project seems to have the quality of a quickie and at times Nelson is way over the top. This movie is about a script being rewritten before going to the screen...this should have happened to this script.",0
502,"As much as the movie was good, i have nothing more to say about it than what was said already. all i wanted is to point the fact that the movie isnt from Sweden but from Denemark. Maybe I wrong and in that case i'll be happy to know my mistakes so take the and notify me.",1
503,This is a rotten movie.The cast seem to know just how bad it was.it starts badly and by the end is truly bad.the acting is woeful.the script could of been written on the spot.and although the movie is a horror film it has no scary scenes.Crap 1 out of 10,0
504,"The Radar Men from the Moon is a pretty typical fare of 1950's serials. The special effects are pretty cheap, the lunar rovers are obviously World War II surplus jeeps with painted plywood over them, and the like. The acting is only so-so. It does inspire the imagination of children, to whom I believe this was directed to. By today's standards, it's boring, cheap, and bad. There's also a hefty amount of stock footage in the first 9 episodes of natural disasters.",0
505,"""Shall We Dance?"", a light-hearted flick from Japan, tells of an overworked accountant and family man who is attracted to a dance studio by a beautiful woman he see's from the train during his daily commute. What he finds in the studio are lessons in dancing and, most of all, himself. Funny, poignant, and utterly charming, ""SWD"" is an award winning film well worth a look by more mature viewers. (B)",1
506,"Unfortunately this film, 54 was a pathetic attempt of the true story of 'Studio 54.' The only thing that was good about the picture was 'Mike Myers' who was a joy to watch. 'Neve Cambpell,' although her role was little was unfortunately bad. The bottom line is that this film lacked a good performance from the actors, except one and that the conversion of the true story was a desperate attempt for a good screenplay.",0
507,"The Omega Code was a model of cinematographical inconsistency. There was a bit (but precious little) of good acting, primarily by the two prophets and Rostenberg, who only appeared once and had no lines. Otherwise the acting was decidedly bad. The plot line was rather weak, and only partially based on already questionable Biblical interpretation. Certainly not one of the year's best.",0
508,"In the standard view, this is a purely awful movie. However, it rates a near perfect score on the unintentional comedy scale. I can think of few actual comedies that make me laugh as hard as I did watching this movie. Andy Griffith's ghost dressed in Native American garb dancing sends me into hysterics everytime. I wouldn't waste the gas or energy driving to the video store to rent it, but if you happen to be laying on the couch at 3 in the morning and it comes on TV, check it out.",0
509,"A series of vignettes, most of them spoofing television of the 1970's, but also with some digs at the government and corporate America. One of the longest segments, ""The Dealers"" is not that funny to me and I don't know what it is parodying. Some of the others, though, are absolutely side-splitting. I particularly enjoy the cooking show segment. Most of the foul words I know are used in the movie, and, if you object to full frontal nudity, stay away.",1
510,"THE RINGMASTER stars Jerry Springer as a TV talkshow host called Jerry , but it`s not THE JERRY SPRINGER SHOW , his guests are trailer trash , but not the trailer trash you get on THE JERRY SPRINGER SHOW, they attack one another , but not like on.....What is the point of making a movie about THE JERRY SPRINGER show and pretending it`s not THE JERRY SPRINGER SHOW ? And on top of that this is a very boring film",0
511,"this video is 100% retarded. besides the brain cell killing acting and plot, it's way too long. don't waste your money at the video store. i actually was mad that i sat through this garbage and spent money on it. just absolutely awful.",0
512,"tries to be funny and fails miserably. The animation is just terrible, looks like a 2 year old threw it together in his sleep. Plot is dull and cliched. IF you have a young child, maybe rent it. but don't waste hard earned money to pay to see it.<br /><br />1/10",0
513,"I screamed my head off because seeing this movie was my first movie going experience ever at some 13 months old. I remember it being incredibly bloody and it made me angry. I watched it again on tv a few years ago. Big mistake -- the acting is wooden, the plot non-existent and the movie lacks merit unless 23 year-old T & A is what gets you going... 0/****",0
514,"A very close and sharp discription of the bubbling and dynamic emotional world of specialy one 18year old guy, that makes his first experiences in his gay love to an other boy, during an vacation with a part of his family.<br /><br />I liked this film because of his extremly clear and surrogated storytelling , with all this ""Sound-close-ups"" and quiet moments wich had been full of intensive moods.<br /><br />",1
515,"I really have to say, this was always a favorite of mine when I went to see my grandma. And it still is. It is very, very close to the book. The way it is filmed, and the players were just all excellent! I have to recommend this movie to everyone who hasn't seen it. Almost everyone I talk to hates TV movies, but this was really great! I gave it 10/10.",1
516,"I understand there was some conflict between Leigh and the great Maggie Smith during the filming. Understandable when you put one of the world's greatest actresses of all time (Smith, of course) with one whose performances seem to get worse with each subsequent film.",0
517,"This pile of sh!t is tied in my book as the worst thing ever made. I can't BELIEVE that someone actually relased this CRAP, let alone acually MADE it. HORRIBLE, HORRIBLE, HORRIBLE. Not even worth mentioning the damn story or any details about it. THAT's how bad it actually is. Avoid it like SARS!",0
518,"Still a sucker for Pyun's esthetic sense, I liked this movie, though the ""unfinished"" ending was a let-down. As usual, Pyun develops a warped sense of humour and Kathy Long's fights are extremely impressive. Beautifully photographed, this has the feel it was done for the big screen.",0
519,"This apology for a movie is about absolutely nothing! Rachel Griffiths must have needed the money. The film must have been made on a very low budget, because the lighting was non existent. I made a vow if I ever see Pete Postlesumthingor other I'll commit suicide. I'd be happy to know if there was 1) a plot or 2)a script. My biggest regret is I wasted my time watching this rubbish.",0
520,"First one was much better, I had enjoyed it a lot. This one has not even produced a smile. The idea was showing how deep down can human kind fall, but in reference to the characters not the film-maker.",0
521,"jim carrey can do anything. i thought this was going to be some dumb childish movie, and it TOTALLY was not. it was so incredibly funny for EVERYONE, adults & kids. i saw it once cause it was almost out of theatres, and now it's FINALLY coming out on DVD this tuesday and i'm way to excited, as you can see. you should definitely see it if you haven't already, it was so great!<br /><br />Liz",1
522,I went to see Antone Fisher not knowing what to expect and was most pleasantly surprised. The acting job by Derek Luke was outstanding and the story line was excellent. Of course Denzel Washington did his usual fine job of acting as well as directing. It makes you realized that people with mental problems CAN be helped and this movie is a perfect example of this. Don't miss this one.,1
523,This film made John Glover a star. Alan Raimy is one of the most compelling character that I have ever seen on film. And I mean that sport.,1
524,I don't know how anyone could hate this movie. It is so funny. It took a unique mind to come up with this storyline. It's not your typical alien movie. These aliens are so stupid and confused. You need to rent it at least once.,1
525,"Slow and riddled with inaccuracy. Over-looking its flaws this is still an interesting account of the famed and heroic siege of the Alamo during the Texas fight for independence from Mexico. James Arness as Jim Bowie. Brian Keith as Davy Crockett. Alec Baldwin as Col. Travis. Raul Julia as General Santa Anna. This made-for-TV project also stars David Ogden Stiers, Kathleen York and Jim Metzler. Very good original music by Peter Bernstein.",0
526,"This unsung quiet gem tells the true story of a POW escape during WW II. The performances are incredible, especially Anthony Steele. The movie works on many different levels: cerebral, emotional, visual, and literal. The dialogue is ingenious and rings very true. In fact, an unusual all-around authenticity puts this one head-and-shoulders above most war epics.",1
527,"I managed to sneak away one night and go to the movie theater to see this one, thinking I was in for a treat. Boy, was I wrong. Considering the talent involved, this has to be one of the worst movies I've ever seen. Everyone in it was miscast, and I find it incredible to read on this site that there are people out there who actually liked it.",0
528,"I just watched this movie. In one word: sucky! The story is bad, the acting is, if possible, even worse. The movie has one or two nice moments, but thats it and having those two small good moments, doesn't make up for anything in between, before or after those moments. A montrocity of a movie, not even worth watching on tv...",0
529,"I was initially dubious about this movie (merely because of the subject), but the richly drawn characters, the fabulous scenes of the buffalo hunt, and the dramatic conclusion make it well-worth watching. I initially had trouble distinguishing between the two buffalo hunters but as the movie progressed they increasingly distinguished themselves. I am still haunted by the final scene.",1
530,"I enjoyed the story by itself, but the things that I learned about WWI Planes & boats, make this movie a must see. The close-ups on the plane & the torpedo boat & how they were used were completely new to me. I heartily recommend.",1
531,"A resurrected wrapped monster goes on a murdering binge. A lunatic is seeking revenge against living members of a previous expedition. Universal seems to be running out of wrapping as well as new ideas. Most of the budget was probably spent on Lon Chaney Jr. to star as Kharis, the Mummy.<br /><br />Other players are George Zucco, Wallace Ford, Turhan Bey, Dick Foran and Elyse Knox.<br /><br />How much longer can this madness continue?",0
532,"This movie lacked... everything: story, acting, surprise, ingenuity and a soul. Fifteen minutes in, I was staring at the screen saying, ""How could all of these guys get together and consider themselves friends (even without the girl)?"" Another fifteen minutes in, I was praying for as much Amanda Peet as possible. When a bad movie quietly rears it's ugly head, eye candy is a nice consolation. But there wasn't much of that! Cheated on all fronts!",0
533,"I don't understand how ""2 of us"" receive such a high rating... I thought that the first half dragged on and the second half didnt make sense, followed by an unresolved climax which was not worth the trouble. However, I did like Jared Harris' performance of John Lennon which was worth the wasted 2 hours.",0
534,"Friday the 13th step over! There is officially a worse movie than your hateful series out there. I won this movie in a contest at college, and it was a waste of money even if it was free. Jack Jones stars as a truly awful singer whose trying to find some murderers or something. At least Friday the Thirteenth never bored me. I'd rather have my fingernails pulled than see this again.",0
535,"I saw this film for the very first time several years ago - and was hooked up in an instant. It is great and much better than J. F. K. cause you always have to think 'Can it happen to me? Can I become a murderer?' You cannot turn of the TV or your VCR without thinking about the plot and the end, which you should'nt miss under any circumstances.",1
536,"A very enjoyable film that features characters who do bad things and who let emotions like anger and a desire for vengeance bubble over. The cast is very good, there's plenty of action, and Stewart gets the girl and his revenge (with a twist) in the end. I've seen this film several times, and always watch when it's on AMC or cable. Highly recommended...",1
537,"I don't know why, but when I am asked about bad movies I have seen, I often think of ""The Air Up There"". I know that technically, lots of movies are horrible compared to it, and I have seen worse acting. it's just that it's so bland, so predictable. In a word: mediocre.",0
538,"Well, it was funny in spots. This film is a 4 or maybe a 3. Its a film that sits on the video shelf and gathers dust. Rent this one after you seen everything else. Beats boredom, but not by that much. My wife like like this film better then I do, maybe its not that bad.",0
539,"no comment - stupid movie, acting average or worse... screenplay - no sense at all... SKIP IT!",0
540,"Since Educating Rita, Julie Walters has been one of my role models, and her performance in this as a woman who helps the man she loves get in synch with his feminine side is magnificent. I would never have believed her character in the hands of a lesser actress, but Walters pulls it off with gusto and panache. Adrian Pasdar gives his best performance to-date in the male lead.",1
541,"I first saw this movie in the theater when I was 8 years old and it still cracks me up. The Muppets are so cool and they approach show business in a refreshingly naive way. My favorite scene is when the rats start a whispering campaign on behalf of Kermit at a fancy restaurant. This is one smart and funny movie for kids and parents alike. Long live Kermit, Miss Piggy and the rest of the gang.",1
542,Being that this movie has a lot of fine entertainment qualities I think it should some more credit than it has been given on imdb.<br /><br />It's your basic 'who done it?' thriller with sex and murder but it keeps you guessing right to the end. I like these kinds of movies and I certainly think this one meets the standard.<br /><br />To me it was worth watching more than once so I'll give it an 8 on imdb.,1
543,"one of the best low budget movies from Germany! is this is the dark side of new age? if you believe in esoteric, please don't watch this movie! it blows all your positive fantasies away. this movie shows that beyond the peaceful façade of spiritual soul searching lies a world of extreme transgressions and terror. i hope there will be a 35 mm copy soon! Andreas Marschall's first film is just the beginning of a new area, making movies with a few euros! i'm waiting for the second hit!",1
544,"This is not the worst film I have seen of Peter Greenaway but it is close. That dishonor goes to the even worse Pillow Book. This director's films of 3 I have seen I find them all to be miserable. Like The Cook...,whatever positive cinematic flourishes he displays, are totally unredeemed by the repugnancy of his material and overall presentation.",0
545,"Disappointing, predictable film in which a woman (Mc Teer) travels with her daughter from state to state because she can't maintain relationships and find happiness. In this genre 'Anywhere but here' starring Susan Sarandon and Natalie Portman gave a much better insight into a mother/daughter relationship. With Better acting as well.",0
546,"While it certainly wasn't the best movie I've ever seen, it was certainly worth the $8 (which can't be said for many movies these days.)<br /><br />This was a pleasant account of a true story, although many of the details of the real story were twisted for the movie, (ie, Billy Sunday's character was three or four people in the real story combined together.) Robert DeNiro was of course good, and Cuba Gooding, Jr., was also impressive.",1
547,"Daniel Day Lewis in My Left Foot gives us one of the best performances ever by an actor. He is brilliant as Christy Brown, a man who has cerebral palsy, who then learned to write and paint with his left foot. A well deserved Oscar for him and Brenda Fricker who plays his loving mother. Hugh O'Conner is terrific as the younger Christy Brown and Ray McAnally is great as the father. Worth watching for the outstanding performances.",1
548,"From the pen of Richard Condon (The Manchurian Candidate 1962) comes this muddled tale of political intrigue and assassination. The story, told in almost comic book fashion is difficult to swallow. All-star cast considered, this poor effort is not entirely the fault of the cast and crew: the novel was replete with the same short-comings. It seems as though at times the story is actually mocking the more sincere effort put forth in ""Manchurian Candidate."" A disappointment on all counts.",0
549,"This flick reminds me some really bad science-fiction movies from 50's and 60's.It is not scary or interesting,but it's dull,cheesy and stupid.Special effects are laughable,all actors are ludicrous and the ending is simply awful.Don't waste your money,rent or buy something better.I give it 3.5 out of 10( I found this turkey quite amusing because of its stupidity).",0
550,"Good performances can't save this terrible script, larded with every cliche in the chick-flick book. Both main characters are deeply unsympathetic, and the scene where Laura Linney's character reminisces about sex with her dead husband in front of her teenage son -- which I think is supposed to be poignant -- is just horrifying.",0
551,"This has to be one of my favourite movies of all time. The dialogue, with the constant use of puns is very tight, the cast are superb, and the plot is highly original.<br /><br />Don't take my word for it - watch this movie and enjoy it for yourself.",1
552,I love this movie and never get tired of watching. The music in it is great. Any true hard rock fan should see this movie and buy the soundtrack. With rockers like Gene Simmons and Ozzy Osbourne you can't go wrong.,1
553,"This is actually one of my favorite films, I would recommend that EVERYONE watches it. There is some great acting in it and it shows that not all ""good"" films are American....",1
554,"I liked this movie very much. Although this movie doesn't boast of big (or even known) names, its very charming. Its one of those feel good types where you know that everythings gonna be just fine in the end. My favorite scene is with the baby elephant part. I rate this movie at 7.5",1
555,"This was a disappointing movie. Considering the material---army life is always good for a laugh---and the stars, this movie should have been a fall down laughfest. It was worth a couple of chuckles, at best. Steve Martin has been much funnier than this and it appears that Dan Ackroyd should stick to dramatic roles, where he might follow Robin Williams' lead and someday win an Oscar.",0
556,"amazing movie I saw this movie for the first time on a flight and could not believe that I had not even heard of it before getting on that plane. while it may seem, at first to be a ""chick flick"", it is a film that everyone should see and will enjoy. Men, watch this movie with someone you love. You will enjoy it as much as she does and it will score you big points.",1
557,I can't believe they got the actors and actresses of that caliber to do this movie. That's all I've got to say - the movie speaks for itself!!,0
558,"I cannot believe this woodenly written and directed piece of cliche film got made. There are about four good looking shots (the director should think about switching to still photography) and that's it. A strong cast is utterly wasted, scenes repeatedly end at the least interesting moments and the script says nothing new. Please spare yourself this movie.",0
559,"Watch on the Rhine is one of the best anti-nazi propaganda films made during World War Two. Paul Lukas was certainly deserving of his Oscar. Bette Davis shines brilliantly as the great actress and beauty she was. I would recommend this film to those interested in that era, and, of course, the fabulous films of the late, great, Ms. Bette Davis.",1
560,"This is such a great movie ""Call Me Anna"" because it shows how a person has suffered for so long without knowing what was wrong with her. For Patty Duke to come out in the publics eye and tell her story is an inspiration to those who suffer from this disease. I have a lot of respect for her as a person. The only thing I don't like is I can't get it on tape, I've tried looking for it but with no success. Any one know how to get it?",1
561,"This is not an all-around terrible comedy, but it is very DULL. It has barely any laughs, and it wastes its lavish production values. There is one poignant moment near the end, when Fu Manchu offers a dose of his elixir to his ""nemesis"" and tells him that ""You've been my one worthy adversary; and now we can start all over again"". That scene, however, along with Burt Kwouk's amusing cameo in the beginning, are the only memorable parts of the movie. (*1/2)",0
562,"This has got to be one of the worst movies ever made. Even for a biker movie, it's rock bottom. The minimal plot involves a gang of bikers taking over a small town (how original!) and the townspeople's attempts to fight them off. Why don't they call for outside help? Who knows? The fight scenes are obviously fake. Adam West and Tina Louise are in it but both have little to do and both look ashamed to be there (understandably) This movie belongs in the trash heap!",0
563,"A strange role for Eddie Murphy to take at the height of his career. While there is a lot of the ""Eddie Murphy character,"" he plays a truly decent person. The rest of the cast is good, particularly the lovely Charlotte Lewis. Her character's beauty and serenity held the tone of the film from getting to be too much Murphy.",1
564,"Huge, exhaustive and passionate summary of American cinema as seen through the eyes of Martin Scorcese. Needless to say, there is never a dull moment in all of its 4 hour running time. Many genres, periods and directors are all examined, discussed more from the perspective of cinephile rather than contemporary director. For anyone even remotely interested in American films, or cinema in general. A masterpiece, and the best of the BFI's Century of Cinema series.<br /><br />",1
565,"This is one of my favorite movies of all time. I loved Rain Man with Dustin Hoffman and Tom Cruise. This movie is in some ways similar, but makes Rain Man seem artificial, shallow, unemotional, and trivial by comparison.",1
566,A must see by all - if you have to borrow your neighbors kid to see this one. Easily one of the best animation/cartoons released in a long-time. It took the the movies Antz to a whole new level. Do not mistake the two as being the same movie - although in principle the movies plot is similiar. Just go and enjoy.,1
567,This is one of my favorite movies of all time. It's great and the acting is brilliant. In the scene in which Michael Caine calls the police in tears and then stops the waterworks the second he finishes the call really displays Caine's brilliance. The twists are a lot of fun. The film is top-notch.,1
568,"I felt this film - throughout. I waas impressed with Russell Crowe's talent in developing his relationship with Lillie, such a typical Aussie blend of softly softly approach, a bit self depreciating and very persistent. Really loved the cinematography and direction. Pace was just right and the portrayals of nearly all characters was impressive.<br /><br />Gosh, didn't Russell's talent even in 1993 shine! .. and I have yet to see Gladiator.",1
569,"Outrageously trashy karate/horror thriller with loads of graphically gory violence and gratuitous nudity, and a thoroughly preposterous and bizarre ""plot"". This is lowbrow and low-grade entertainment that will appeal only to viewers with particularly kinky tastes, but it's kind of cheerfully bad and I must admit that I wasn't actually bored while watching it.... (*1/2)",0
570,This should not have been listed as a Colombo because in my opinion it does not resemble any of the other Colombo ever made. This should have been listed as a movie starring Peter Falk and not playing the caracter of Colombo because it does not do justice at all to our great lieutenant Colombo.,0
571,Helena Bonham Carter is the center of this movie. She plays her role almost immobile in a wheelchair but still brings across her traditional intensity. Kenneth Branagh was tolerable. The movie itself was good not exceptional. If you are a Helena Bonham Carter fan it is worth seeing.,1
572,"I never saw this movie until I bought the tape last year. I was enthralled and entertained. It has all the elements of what I love to see in a Sci-Fi story, in a book or on the screen. There's social commentary, speculation, and a good story.<br /><br />There's something eerie, and amusing, watching a 1936 view of the 'distant future' of the 60s and 70s.<br /><br />I think it's a must see, and not only for Sci-Fiers.",1
573,"Don't look for an overdeveloped plotline here....just sit back with some popcorn and enjoy this one. A gallery of stars pop up as the classic cartoon character's villains in this live action comedy, which features incredible makeup and set design, not to mention knockout performances from Beatty, Madonna, and Pacino. Great fun for kids and adults alike.<br /><br />*** out of ****",1
574,"This is the worst movie I have seen for years! It starts ridicoulus and continues in the same way. I thnik when is something going to happen in this film,,,, and the the acting is worse. The ending lifts it a bit and saves the movie from a total flop. Mark Wahlberg is a bad actor in a bad movie. Sorry Tim Burton Batman was good but this one sucks.",0
575,"As a true Elvis fan, this movie is a total embarrasment and the script is a disaster. The movie opens with the beautiful son ""Stay Away"" and the scenery of the Grand Canyon gives the viewer hope of something special. Elvis gets in the picture and his talent is wasted big time, especially on the rest of the featured songs. I sat through this movie twice, just to make sure it is a piece of junk!!! 1 out of 10!!!",0
576,"In general I like dinosaur movies but this one is pure crap. No script, no dialogues, no acting. And the brave colonel Rance trying to show he is tough and so curving his mouth resembles as a twin brother the stupid Proctor from the Police Academy. So this was a complete waste of time (fortunately not waste of money as I saw the film on TV). And I really cannot understand 7 people who graded this sh*t 10. They must've joked. My advice, if you see this title run from it!",0
577,"I find myself comparing all stand-up acts to this one performance now. Even older recorded performances I once thought were funny just don't seem as funny after seeing Eddie Izzard in this award-winning look at history, language disparities, and Englebert Humperdink...",1
578,"To quote Flik, that was my reaction exactly: Wow...you're perfect! This is the best movie! I think I can even say it's become my favorite movie ever, even. Wow. I tell you what, wow.",1
579,"As a huge baseball fan, my scrutiny of this film is how realistic it appears. Dennis Quaid had all of the right moves and stances of a major league pitcher. It is a fantastic true story told with just a little too much ""Disney"" for my taste.",1
580,"If you like bad movies, this is the one to see. It's incredibly low-budget special effects (you'll see what I mean) and use of non-actors was what gave this film it's charm. If you're bored with a group of friends, I highly recommend renting this B movie gem. It's mulletrific!",0
581,"Running Man isn't a great movie, in fact it's kinda silly. But it delivers what you want in an Arnie movie and that is action and entertainment. I don't see how anyone couldn't enjoy this picture, it's so silly and over the top, that it almost makes fun of itself. By the way, this is probably one of the most quotable Arnie movies out there.",1
582,"I am definitely a Burt Reynolds fan, but sorry, this one really stinks. Most of the dialogue is laughable and the only interesting plot twist is in the last five minutes of the movie. I can't believe he even made this one. Is he actually that hard up for money?",0
583,"Pet Sematary is a very good horror film and believe it or not somebody can make a good horror film out of a Stephen King novel. Mary Lambert does a great job with this film and manages to bring across King's creepy story pretty well. Most people may avoid this, but they should check it out.",1
584,Liked Stanley & Iris very much. Acting was very good. Story had a unique and interesting arrangement. The absence of violence and porno sex was refreshing. Characters were very convincing and felt like you could understand their feelings. Very enjoyable movie.,1
585,"I don't buy kung fu movies for a plot. I buy them for fight scenes. A bad plot can be forgiven for excellent fight scenes, but not the other way around.<br /><br />The story was decent, but moved too slowly for my tastes. There were about 3 or 4 mediocre fight scenes throughout, lasting only a couple of minutes apiece. The last fight was a bit longer, but by that point i was so bored i didn't even pay attention to it.",0
586,"The Prophecy II, what's there to say about it? They've completely abandoned the originality of the first film, and simply made a Chris Walken splatter film. It's not even written by the original writer!<br /><br />If you've seen Nr. 1 don't watch Nr. 2 it's a real disappointment...<br /><br />If you haven't seen Nr. 1 don't watch Nr. 2! Go see Nr. 1 to experience something original and fun",0
587,"Why? Why did they make this movie? If Timothy Olyphant wasn't shirtless in it several times, there would be ABSOLUTELY no reason to watch this movie, ever. Um...Plot? Nope. Well-defined characters? nope. The only time I laughed was when my boyfriend made fun of the whole she-bang. P.S. Andy Dick? Nope.",0
588,"This is another North East Florida production, filmed mainly in and near by to Fernandina Beach and the Kingsley Plantation. I was rather surprised the company was able to take over the main street of Fernandina Beach as long as was necessary to achieve the street scenes. The film is pretty, and pretty bad. Tami Erin is cute, but overacts. Eileen Brennan overacts even more. Good for small kids, or for those who like fluff in large doses. A 4 from the Miller-Movies formula.",0
